NFCSID,A1,A2,A3,Own Stocks,B2_2,Own Mutual Funds,Own ETFs,Own Annuities,B2_7,B2_20,Own REITs,B2_23,B2_24,Own Private Placements,B30,B31,B3,B32,B4,B5,B6,B20,B33,B34,Risk Tolerance,Stock Share of Portfolio,B35,B23,Crypto Risk Perception,B25,B26,C22_1,C22_2,C22_3,C22_4,C23_1,C23_2,C23_3,C23_4,C24,Emergency Confidence,C26,C30,C7,D1_1,D1_2,D2,D3,D21,D30,D31,E1_1,E20,E5,E6,Financial Advisors,Friends Family,Online Articles,Financial TV,Podcasts,Social Media,Government Websites,Company Publications,Financial Newsletters,Employer Resources,Influencers,Other Info Sources,Use Brokerage Apps,Use Robo Advisors,Use Banking Apps,Use Social Platforms,Use Spreadsheets,Use Forums,Use Investment Clubs,Use Financial News Apps,Use Podcasts,Use YouTube,Use Other Tools,Investing Confidence,Financial Comfort,Stay Calm During Downturns,Avoid Panic Selling,Monitor Investments Regularly,Diversify Portfolio,Save Consistently,Long-Term Focus,G31,G4,G5,G6,G7,G21,G8,G22,G11,G12,G13,G23,Estate Planning,WGT1,Gender,Age Group,Ethnicity,Education,Annual Income,Emergency Confidence_score,Investing Confidence_score,Financial Comfort_score,Stay Calm During Downturns_score,Avoid Panic Selling_score,Monitor Investments Regularly_score,Diversify Portfolio_score,Save Consistently_score,Long-Term Focus_score,Own Stocks_score,Own Mutual Funds_score,Own ETFs_score,Own Annuities_score,Own REITs_score,Own Private Placements_score,Risk Tolerance_score,Stock Share of Portfolio_score,Crypto Risk Perception_score,Financial Advisors_score,Friends Family_score,Online Articles_score,Financial TV_score,Podcasts_score,Social Media_score,Government Websites_score,Company Publications_score,Financial Newsletters_score,Employer Resources_score,Influencers_score,Other Info Sources_score,Use Brokerage Apps_score,Use Robo Advisors_score,Use Banking Apps_score,Use Social Platforms_score,Use Spreadsheets_score,Use Forums_score,Use Investment Clubs_score,Use Financial News Apps_score,Use Podcasts_score,Use YouTube_score,Use Other Tools_score,Estate Planning_score,Total_Score,FinLit_Level
2021019984,Primary decision-maker,Yes,Yes,1,No,2,1,1,Yes,No,1,Yes,No,2,10 years ago or more,2018 or earlier,11 times or more,No,"$100,000 to < $250,000",No,No Response Given,No Response Given,Yes,Yes,3,1,No,Yes,4.0,Yes,No,Never,Never,Frequently,Frequently,No,No,No,No,Do not pay any fees,8.0,No,No,No,8,7,5% to 9.9%,About the same as the market,Buy stocks or stock funds,Sell stocks or stock funds,4 - Neither agree nor disagree,4,Don't know,Both,Paper documents by mail,2,2,1,2,2,2,2,1,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,8,6,3,3,1,1,1,1,3,You own a part of the company,You have lent money to the company,Common stock,True,False,Stocks,Generally less risky in the short term,Municipal bonds can be tax-free,Don't know,Selling borrowed shares,$0,1,0.547489916262363,1,3,1,2,2,4.0,4,4,5,5,1,1,1,1,3,1,3,3,3,1,3,5,4.0,1,1,0,1,1,1,1,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,2,72.0,Average
2021019990,Primary decision-maker,Yes,Yes,2,No,1,2,2,No,Yes,2,No,No,2,10 years ago or more,2018 or earlier,None,No,"$50,000 to < $100,000",No,No Response Given,No Response Given,No,No Response Given,4,3,No,No,No Response Given,No Response Given,No Response Given,Never,Never,Never,Never,No,No,No,Yes,0.5% to < 1%,1.0,No,No,No,8,5,5% to 9.9%,Worse than the market,Neither,Neither,3,8,Yes,Both,Electronic by email,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,3,2,1,3,1,1,1,1,1 - Not at all important,You own a part of the company,You have lent money to the company,Don't know,True,True,Stocks,Don't know,Municipal bonds can be tax-free,Don't know,Don't know,Don't know,1,0.547489916262363,1,3,2,2,3,1.0,1,1,1,5,1,1,1,1,1,3,1,1,1,1,1,1,No Response Given,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,2,36.0,Below Average
2021019992,Share decision-making,Yes,Yes,1,No,1,2,1,No,Yes,2,No,No,2,10 years ago or more,2018 or earlier,None,No,"$25,000 to < $50,000",Don't know,No Response Given,No Response Given,Don't know,No Response Given,3,98,No,Yes,1.0,No,No,Sometimes,Don't know,Never,Never,No,Yes,Yes,Yes,Don't know,No Response Given,Don't know,Don't know,No,1 - Not at all confident,1 - Not at all confident,Don't know,Don't know,Don't know,Don't know,4 - Neither agree nor disagree,9,Don't know,Both,Don't know,1,1,1,2,2,1,1,1,1,98,1,3,2,2,2,2,2,2,2,2,2,2,2,98,98,1,3,98,99,1,99,Don't know,Don't know,Don't know,Don't know,False,Don't know,Stocks,Don't know,Don't know,Don't know,Don't know,Don't know,1,0.870537201388863,1,3,1,1,1,No Response Given,0,0,1,5,0,0,1,0,3,3,1,3,1,1,3,0,1.0,0,0,0,1,1,0,0,0,0,0,0,2,1,1,1,1,1,1,1,1,1,1,1,2,40.0,Below Average
2021020010,Primary decision-maker,No,Yes,2,No,2,1,2,No,Yes,2,No,No,2,1 to <2 years ago,2019,11 times or more,No,"$50,000 to < $100,000",Yes,No,No Response Given,Yes,Yes,2,2,No,Yes,2.0,Yes,Yes,Sometimes,Sometimes,Frequently,Frequently,Yes,Yes,No,No,1% to < 2%,8.0,Yes,Yes,No,8,8,0% to 4.9%,About the same as the market,Neither,Neither,4 - Neither agree nor disagree,8,No,Both,Electronic by email,2,3,2,3,2,2,2,3,2,2,2,2,1,1,2,2,2,1,2,2,2,2,2,8,5,2,2,2,2,2,2,8,You own a part of the company,You own a part of the company,Preferred stock,True,True,Stocks,Don't know,Municipal bonds are lower risk,$250,Selling before peak,$0,1,0.903030607790991,1,2,1,2,3,4.0,4,3,3,3,3,3,3,3,1,1,3,1,1,1,4,3,2.0,1,2,1,2,1,1,1,2,1,1,1,1,2,2,1,1,1,2,1,1,1,1,1,2,77.0,Average
2021020014,Primary decision-maker,Yes,Yes,1,No,2,2,2,No,No,2,No,No,2,10 years ago or more,Don't know,None,No,"$10,000 to < $25,000",No,No Response Given,No Response Given,No,No Response Given,3,3,No,Yes,5.0,No,No,Never,Never,Frequently,Never,No,No,No,No,Do not pay any fees,10.0,No,No,No,7,7,0% to 4.9%,About the same as the market,Neither,Neither,1 - Strongly disagree,7,No,Protecting investors,Paper documents by mail,3,3,1,2,2,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,6,5,2,3,1,1,1,1,1 - Not at all important,You own a part of the company,You own a part of the company,Common stock,Don't know,True,Stocks,Don't know,Municipal bonds are lower risk,$250,Don't know,Don't know,1,0.870537201388863,1,3,1,1,2,5.0,3,3,3,5,1,1,1,1,3,1,1,1,1,1,3,1,5.0,2,2,0,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,2,60.0,Average
2021020018,Primary decision-maker,Yes,Yes,1,Yes,1,1,2,No,No,1,No,No,2,10 years ago or more,2018 or earlier,4 to 10 times,Yes,"$250,000 to < $500,000",Yes,No,No Response Given,Don't know,No Response Given,1,1,No,Yes,3.0,No,No,Sometimes,Frequently,Frequently,Never,Yes,No,Yes,Yes,0.5% to < 1%,2.0,Yes,Don't know,No,7,3,5% to 9.9%,Better than the market,Buy stocks or stock funds,Buy stocks or stock funds,4 - Neither agree nor disagree,3,Don't know,Protecting institutions,Paper documents by mail,2,2,1,2,3,2,2,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,8,5,3,3,2,1,1,3,2,You own a part of the company,You have lent money to the company,Common stock,True,False,Stocks,Generally less risky in the short term,Municipal bonds are lower risk,$250,Selling at a loss,Don't know,1,0.547489916262363,1,3,1,2,2,1.0,4,3,5,5,3,1,1,5,3,3,3,1,3,1,5,5,3.0,1,1,0,1,2,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,2,75.0,Average
2021020019,Primary decision-maker,Yes,Yes,1,Don't know,1,98,98,Don't know,Yes,98,No,Don't know,2,10 years ago or more,2018 or earlier,Don't know,Don't know,"$250,000 to < $500,000",Don't know,No Response Given,No Response Given,Don't know,No Response Given,3,1,Don't know,Yes,4.0,No,Don't know,Frequently,Sometimes,Never,Never,No,Don't know,No,Yes,2% to < 4%,8.0,Don't know,Don't know,No,8,Don't know,5% to 9.9%,Better than the market,Buy stocks or stock funds,Sell stocks or stock funds,4 - Neither agree nor disagree,7,Yes,Both,Paper documents by mail,3,2,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,6,5,98,2,1,1,1,1,6,You own a part of the company,You have lent money to the company,Don't know,True,False,Don't know,Don't know,Municipal bonds can be tax-free,$500,Don't know,Don't know,1,0.870537201388863,1,3,1,1,2,4.0,3,3,0,3,1,1,1,1,3,3,0,0,0,1,3,5,4.0,2,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,2,52.0,Below Average
2021020021,Primary decision-maker,Yes,Yes,1,No,2,2,2,No,No,2,No,No,2,10 years ago or more,2018 or earlier,11 times or more,No,"$2,000 to < $5,000",No,No Response Given,No Response Given,Yes,No,1,1,No,No,No Response Given,No Response Given,No Response Given,Never,Never,Never,Frequently,No,No,No,No,Do not pay any fees,10.0,No,No,No,10 - Extremely confident,10 - Extremely confident,10% to 14.9%,Better than the market,Sell stocks or stock funds,Sell stocks or stock funds,7 - Strongly agree,10 - Extremely confident,No,Both,Paper documents by mail,3,3,3,3,1,1,3,1,1,1,1,3,1,2,2,2,2,2,2,2,2,2,2,10,7,3,3,1,1,1,3,10 - Extremely important,You own a part of the company,You have lent money to the company,Bonds,True,False,Stocks,Lower fees and expenses,Municipal bonds are lower risk,$500,Selling before peak,-$10,1,0.903030607790991,2,2,1,2,1,5.0,5,5,5,5,1,1,1,5,3,1,1,1,1,1,5,5,No Response Given,2,2,2,2,0,0,2,0,0,0,0,2,2,1,1,1,1,1,1,1,1,1,1,2,77.0,Average
2021020027,Share decision-making,Yes,Yes,1,Yes,1,2,1,Don't know,No,98,Don't know,Don't know,98,10 years ago or more,2018 or earlier,Don't know,No,"$250,000 to < $500,000",Don't know,No Response Given,No Response Given,Don't know,No Response Given,3,98,No,Yes,5.0,No,No,Sometimes,Never,Never,Never,Don't know,Yes,Don't know,Don't know,Don't know,No Response Given,Yes,No,No,8,8,Don't know,Better than the market,Neither,Don't know,4 - Neither agree nor disagree,7,Don't know,Both,Electronic by email,3,2,1,2,2,2,1,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,6,5,2,3,1,1,1,2,Don't know,You own a part of the company,You are liable for the company's debts,Preferred stock,True,True,Stocks,Don't know,Don't know,Don't know,Selling before peak,Don't know,1,0.870537201388863,2,3,1,1,2,No Response Given,3,3,3,5,1,1,1,3,3,3,1,3,0,0,3,0,5.0,2,1,0,1,1,1,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,2,59.0,Average
2021020029,Share decision-making,Yes,Yes,1,No,1,2,1,No,Yes,2,No,No,2,10 years ago or more,2021,None,No,"$1,000,000 or more",No,No Response Given,No Response Given,No,No Response Given,2,1,No,Yes,4.0,No,No,Never,Sometimes,Never,Never,No,No,No,No,< 0.5%,7.0,No,No,Yes,8,5,5% to 9.9%,About the same as the market,Neither,Neither,4 - Neither agree nor disagree,7,Yes,Both,Paper documents by mail,2,2,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,7,5,1,3,1,1,1,1,1 - Not at all important,You own a part of the company,You have lent money to the company,Common stock,False,False,Stocks,Generally less likely to decline in value,Municipal bonds are lower risk,$250,Selling before peak,$10,2,0.547489916262363,1,3,1,2,2,3.0,3,3,1,5,1,1,1,1,3,3,1,3,1,1,4,5,4.0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,57.0,Average
2021020033,Primary decision-maker,Yes,Yes,1,No,1,2,2,No,Yes,2,No,No,2,10 years ago or more,2018 or earlier,11 times or more,No,"$10,000 to < $25,000",No,No Response Given,No Response Given,No,No Response Given,2,2,No,Yes,4.0,No,No,Never,Never,Never,Never,No,No,Yes,No,< 0.5%,5.0,No,No,No,8,7,5% to 9.9%,About the same as the market,Neither,Neither,3,7,Yes,Protecting investors,None of the above,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,7,5,1,2,1,1,1,1,3,You own a part of the company,You have lent money to the company,Common stock,True,True,Stocks,Generally less risky in the short term,Municipal bonds can be tax-free,$0,Selling at a loss,$0,1,0.870537201388863,1,3,1,1,3,2.0,3,3,1,3,1,1,1,1,3,3,1,1,1,1,4,3,4.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,2,50.0,Below Average
2021020038,Primary decision-maker,Yes,Yes,2,No,1,1,2,No,Yes,2,No,No,2,10 years ago or more,2018 or earlier,1 to 3 times,No,"$100,000 to < $250,000",Don't know,No Response Given,No Response Given,No,No Response Given,3,1,No,Yes,4.0,No,No,Sometimes,Never,Sometimes,Never,No,Yes,No,Yes,0.5% to < 1%,10.0,Yes,No,No,5,3,Don't know,About the same as the market,Neither,Neither,2,4,Yes,Both,Documents accessed on the Internet,3,3,1,2,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,4,3,2,3,1,2,1,1,4,You own a part of the company,You have lent money to the company,Don't know,Don't know,False,Don't know,Don't know,Municipal bonds are lower risk,$250,Selling before peak,$10,1,0.903030607790991,2,2,1,2,3,5.0,2,2,3,5,1,3,1,1,1,3,3,1,1,1,3,5,4.0,2,2,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,2,64.0,Average
2021020040,Primary decision-maker,Yes,Yes,2,No,1,2,2,No,No,2,No,No,2,Less than a year ago,2021,4 to 10 times,Yes,"$250,000 to < $500,000",No,No Response Given,No Response Given,No,No Response Given,2,1,No,Yes,4.0,No,No,Never,Sometimes,Frequently,Frequently,No,No,No,Yes,0.5% to < 1%,8.0,No,No,No,7,6,5% to 9.9%,About the same as the market,Buy stocks or stock funds,Neither,5,6,Yes,Both,Electronic by email,1,2,2,2,98,2,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,6,6,1,2,2,2,3,3,5,You have lent money to the company,You have lent money to the company,Bonds,True,False,Stocks,Generally less risky in the short term,Municipal bonds can be tax-free,$250,Selling borrowed shares,$0,1,0.870537201388863,1,3,1,1,3,4.0,3,4,1,3,3,3,5,5,1,3,1,1,1,1,4,5,4.0,0,1,1,1,0,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,2,72.0,Average
2021020045,Share decision-making,Yes,Yes,1,No,2,2,1,Yes,Yes,2,No,No,2,Less than a year ago,2020,1 to 3 times,Yes,"$2,000 to < $5,000",Yes,Yes,No,Yes,Yes,3,2,No,Yes,3.0,Yes,Yes,Never,Never,Frequently,Frequently,Yes,Yes,No,Yes,< 0.5%,5.0,No,No,No,8,8,5% to 9.9%,About the same as the market,Sell stocks or stock funds,Sell stocks or stock funds,7 - Strongly agree,5,Yes,Both,Electronic by email,3,3,3,3,2,2,3,3,3,2,3,3,1,2,2,1,1,2,2,2,2,2,1,5,4,2,3,1,2,2,2,8,You have lent money to the company,You are liable for the company's debts,Bonds,True,True,Stocks,Generally less likely to decline in value,Municipal bonds are lower risk,$250,Selling at a loss,$10,2,3.74100250901572,2,1,2,1,1,2.0,2,2,3,5,1,3,3,3,3,1,1,3,1,1,3,3,3.0,2,2,2,2,1,1,2,2,2,1,2,2,2,1,1,2,2,1,1,1,1,1,2,0,79.0,Average
2021020049,Primary decision-maker,No,Yes,98,Don't know,1,98,1,Don't know,Yes,2,Don't know,Don't know,2,10 years ago or more,Don't know,Don't know,Don't know,Don't know,Don't know,No Response Given,No Response Given,Don't know,No Response Given,3,98,Don't know,Yes,98.0,No,Don't know,Sometimes,Never,Never,Never,Don't know,Don't know,Don't know,Don't know,Don't know,No Response Given,Yes,No,No,5,1 - Not at all confident,Don't know,Better than the market,Don't know,Don't know,5,4,No,Protecting institutions,None of the above,3,2,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,1,1,1,3,1,1,1,1,Don't know,You own a part of the company,Don't know,Don't know,True,True,Money market accounts,Don't know,Don't know,$250,Don't know,Don't know,2,0.870537201388863,2,3,1,1,1,No Response Given,1,1,1,5,1,1,1,1,0,3,0,3,1,1,3,0,0.0,2,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,37.0,Below Average
2021020051,Primary decision-maker,Yes,Yes,1,No,1,1,2,No,Yes,1,No,No,2,10 years ago or more,2018 or earlier,1 to 3 times,Yes,"$100,000 to < $250,000",Don't know,No Response Given,No Response Given,Yes,No,3,1,No,No,No Response Given,No Response Given,No Response Given,Sometimes,Never,Frequently,Sometimes,No,No,Yes,No,< 0.5%,8.0,No,Yes,No,9,7,5% to 9.9%,About the same as the market,Neither,Neither,2,8,No,Protecting institutions,Electronic by email,2,2,2,3,2,1,2,2,1,2,1,1,1,2,2,2,2,2,2,2,2,2,2,9,6,2,3,1,1,2,1,7,You own a part of the company,You have lent money to the company,Bonds,False,False,Stocks,Generally less risky in the short term,Municipal bonds are lower risk,$0,Selling borrowed shares,-$10,1,0.547489916262363,1,3,1,2,3,4.0,4,4,3,5,1,1,3,1,3,3,3,1,3,1,3,5,No Response Given,1,1,1,2,1,0,1,1,0,1,0,0,2,1,1,1,1,1,1,1,1,1,1,2,71.0,Average
2021020061,Primary decision-maker,Yes,Yes,1,No,1,1,2,No,Yes,2,No,No,2,5 to <10 years ago,2020,11 times or more,Yes,"$25,000 to < $50,000",No,No Response Given,No Response Given,Yes,Yes,2,1,No,Yes,5.0,No,Don't know,Sometimes,Never,Sometimes,Frequently,Yes,Yes,Yes,Yes,1% to < 2%,3.0,Don't know,No,No,10 - Extremely confident,3,5% to 9.9%,About the same as the market,Buy stocks or stock funds,Sell stocks or stock funds,2,6,Yes,Both,Documents accessed on the Internet,3,2,1,3,2,1,2,2,1,2,1,2,1,2,2,2,2,2,2,2,2,2,2,7,6,2,3,2,1,1,3,1 - Not at all important,You own a part of the company,You are liable for the company's debts,Common stock,True,False,Precious metals,Generally less risky in the short term,Municipal bonds can be tax-free,$0,Selling borrowed shares,$0,1,1.73604906279066,1,1,1,2,3,1.0,3,4,3,5,3,1,1,5,3,3,3,1,1,1,4,5,5.0,2,1,0,2,1,0,1,1,0,1,0,1,2,1,1,1,1,1,1,1,1,1,1,2,76.0,Average
2021020067,Primary decision-maker,Yes,Yes,1,Yes,1,1,1,Yes,Yes,1,Yes,Yes,1,5 to <10 years ago,2019,1 to 3 times,Yes,"$10,000 to < $25,000",Yes,Yes,Yes,Yes,Yes,1,1,Yes,No,No Response Given,No Response Given,No Response Given,Sometimes,Frequently,Frequently,Sometimes,Yes,No,Yes,Yes,2% to < 4%,10.0,Yes,Yes,Yes,10 - Extremely confident,10 - Extremely confident,0% to 4.9%,Better than the market,Sell stocks or stock funds,Buy stocks or stock funds,7 - Strongly agree,10 - Extremely confident,Yes,Both,In-person meeting with broker/advisor,3,3,3,3,3,3,98,3,2,3,3,3,1,2,2,2,1,1,2,2,2,1,2,10,7,3,3,3,3,3,3,10 - Extremely important,You own a part of the company,You have lent money to the company,Preferred stock,True,True,Stocks,Lower fees and expenses,Municipal bonds are lower risk,$250,Selling shares shortly after buying,$10,1,0.903030607790991,1,2,1,2,3,5.0,5,5,5,5,5,5,5,5,3,3,3,3,3,3,5,5,No Response Given,2,2,2,2,2,2,0,2,1,2,2,2,2,1,1,1,2,2,1,1,1,2,1,2,111.0,Perfect
2021020077,Primary decision-maker,Yes,Yes,1,No,2,2,1,No,No,2,No,No,2,5 to <10 years ago,2018 or earlier,1 to 3 times,No,"$2,000 to < $5,000",Don't know,No Response Given,No Response Given,Don't know,No Response Given,4,2,No,Yes,5.0,No,No,Never,Never,Frequently,Never,No,Don't know,Don't know,No,< 0.5%,3.0,No,No,No,4,3,5% to 9.9%,About the same as the market,Buy stocks or stock funds,Neither,3,5,No,Protecting institutions,Electronic by email,1,2,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,3,3,1,3,1,1,1,2,2,You own a part of the company,You have lent money to the company,Don't know,True,Don't know,Stocks,Lower fees and expenses,Don't know,$500,Selling borrowed shares,-$10,2,1.73604906279066,1,1,1,2,1,1.0,1,2,1,5,1,1,1,3,3,1,1,3,1,1,1,3,5.0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,48.0,Below Average
2021020078,Primary decision-maker,Yes,Yes,2,No,1,2,2,No,No,2,No,No,2,10 years ago or more,2018 or earlier,None,No,"$25,000 to < $50,000",No,No Response Given,No Response Given,No,No Response Given,3,3,No,No,No Response Given,No Response Given,No Response Given,Never,Never,Never,Never,Don't know,Don't know,Don't know,Don't know,Don't know,No Response Given,No,No,No,Don't know,Don't know,Don't know,About the same as the market,Don't know,Don't know,4 - Neither agree nor disagree,4,No,Both,Paper documents by mail,2,1,1,2,2,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,4,4,1,3,1,1,1,1,1 - Not at all important,You own a part of the company,You have lent money to the company,Don't know,True,False,Stocks,Lower fees and expenses,Don't know,$0,Selling borrowed shares,Don't know,1,0.903030607790991,1,2,1,2,2,No Response Given,2,2,1,5,1,1,1,1,1,3,1,1,1,1,3,1,No Response Given,1,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,2,42.0,Below Average
2021020081,Primary decision-maker,Yes,Yes,1,Don't know,2,2,1,No,No,2,Yes,No,2,10 years ago or more,2018 or earlier,None,No,"$10,000 to < $25,000",Don't know,No Response Given,No Response Given,Yes,No,4,2,No,Yes,4.0,No,No,Never,Sometimes,Sometimes,Never,No,Yes,No,Yes,< 0.5%,8.0,Don't know,No,No,5,5,0% to 4.9%,About the same as the market,Buy stocks or stock funds,Neither,6,7,No,Both,Paper documents by mail,3,2,1,2,2,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,8,6,1,3,1,1,1,1,4,You own a part of the company,You have lent money to the company,Common stock,True,False,Stocks,Generally less risky in the short term,Municipal bonds can be tax-free,$0,Selling at a loss,Don't know,1,0.870537201388863,2,3,1,1,1,4.0,4,4,1,5,1,1,1,1,3,1,1,3,1,1,1,3,4.0,2,1,0,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,2,59.0,Average
2021020095,Share decision-making,Yes,Yes,1,Yes,1,98,98,No,No,98,Yes,No,2,2 to <5 years ago,2020,1 to 3 times,Yes,"$100,000 to < $250,000",Don't know,No Response Given,No Response Given,Yes,No,3,2,No,Yes,2.0,No,No,Frequently,Never,Never,Never,No,Yes,Don't know,Yes,0.5% to < 1%,7.0,Yes,No,Yes,7,7,10% to 14.9%,About the same as the market,Don't know,Don't know,6,8,Yes,Protecting investors,In-person meeting with broker/advisor,3,3,2,2,98,1,1,2,1,98,2,2,2,2,2,2,2,2,2,2,2,2,2,7,5,1,3,1,1,1,1,7,The company will return your original investment with interest,You have lent money to the company,Common stock,False,True,Stocks,Lower fees and expenses,Municipal bonds are lower risk,$250,Selling borrowed shares,-$10,1,0.870537201388863,2,3,1,1,1,3.0,3,3,1,5,1,1,1,1,3,3,0,0,0,1,3,3,2.0,2,2,1,1,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,2,56.0,Average
2021020111,Primary decision-maker,Yes,Yes,1,No,1,1,2,No,No,2,No,No,2,10 years ago or more,2018 or earlier,11 times or more,No,"$50,000 to < $100,000",Yes,Yes,Yes,Yes,Yes,3,2,No,Yes,4.0,No,No,Sometimes,Never,Frequently,Sometimes,No,Yes,Yes,No,< 0.5%,9.0,Yes,No,No,7,3,10% to 14.9%,About the same as the market,Neither,Neither,3,6,Yes,Both,Electronic by email,2,2,2,2,1,1,2,1,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,6,5,2,3,1,1,1,1,2,You own a part of the company,You have lent money to the company,Bonds,True,False,Stocks,Generally less risky in the short term,Municipal bonds can be tax-free,$500,Selling borrowed shares,$10,1,0.547489916262363,1,3,1,2,2,4.0,3,3,3,5,1,1,1,1,3,3,3,1,1,1,3,3,4.0,1,1,1,1,0,0,1,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,2,63.0,Average
2021020118,Primary decision-maker,Yes,Yes,1,No,1,2,2,No,Yes,2,No,No,2,10 years ago or more,2018 or earlier,1 to 3 times,No,"$500,000 to < $1,000,000",Don't know,No Response Given,No Response Given,Don't know,No Response Given,3,2,No,Yes,5.0,No,No,Never,Never,Frequently,Never,No,No,No,No,Don't know,No Response Given,No,No,No,6,6,Don't know,About the same as the market,Sell stocks or stock funds,Neither,3,Don't know,Don't know,Protecting institutions,Paper documents by mail,2,2,1,1,2,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,6,5,1,3,1,1,1,1,1 - Not at all important,You own a part of the company,You have lent money to the company,Common stock,Don't know,True,Don't know,Lower fees and expenses,Municipal bonds are lower risk,$500,Don't know,-$10,1,0.547489916262363,1,3,1,2,2,No Response Given,3,3,1,5,1,1,1,1,3,3,1,1,1,1,3,3,5.0,1,1,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,2,53.0,Below Average
2021020132,Share decision-making,Yes,Yes,98,Don't know,98,98,2,Don't know,Yes,98,No,Don't know,98,10 years ago or more,2018 or earlier,None,No,"$250,000 to < $500,000",Don't know,No Response Given,No Response Given,Don't know,No Response Given,98,98,No,Yes,98.0,Don't know,No,Never,Never,Never,Never,Don't know,Don't know,Don't know,Don't know,Don't know,No Response Given,Yes,Yes,No,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,3,Don't know,Don't know,Don't know,In-person meeting with broker/advisor,3,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,1,1,1,1,3,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,1,0.903030607790991,2,2,1,2,2,No Response Given,1,1,3,5,1,1,1,1,0,0,0,1,0,0,0,0,0.0,2,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,2,31.0,Low
2021020135,Primary decision-maker,Yes,Yes,1,No,2,1,2,No,No,2,No,No,98,2 to <5 years ago,2019,1 to 3 times,No,"< $2,000",Don't know,No Response Given,No Response Given,Don't know,No Response Given,98,2,No,Yes,98.0,No,No,Never,Frequently,Sometimes,Sometimes,No,Don't know,Don't know,No,< 0.5%,8.0,No,No,No,6,1 - Not at all confident,Don't know,About the same as the market,Neither,Neither,5,4,Don't know,Both,Documents accessed on the Internet,2,2,2,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,5,3,1,2,98,1,2,2,8,You own a part of the company,You have lent money to the company,Don't know,Don't know,Don't know,Don't know,Don't know,Municipal bonds are lower risk,Don't know,Selling at a loss,Don't know,2,0.903030607790991,2,2,1,2,2,4.0,2,2,1,3,0,1,3,3,3,1,3,1,1,0,0,3,0.0,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,46.0,Below Average
