NFCSID,A1,Retirement_Account,Contribute_Retirement,Own_Stocks,B2_2,Own_MutualFunds,Own_ETFs,Own_Annuities,B2_7,B2_20,Own_REITs,B2_22,B2_23,B2_24,B2_25,B3,B4,B5,B6,B20,B21,Risk_Tolerance,B11,B23,B24,B25,B26,C20_1,C20_2,C20_3,C20_4,C20_5,Advisor_Approval,C22_1,C22_2,C22_3,C22_4,C23_1,C23_2,C23_3,C23_4,C24,Fee_Confidence,C26,C7,Market_Confidence_LongTerm,Market_Fairness_Confidence,D2,Market_Performance,D20,D21,D4,E1_1,E20,E5,E6,F1_1,F1_2,F1_3,F1_4,F1_5,F1_6,F1_7,F1_8,F1_9,F2_1,F2_2,F2_5,F2_6,F2_20,F2_21,F2_22,F3_1,F3_2,F3_3,F3_4,F3_5,F3_6,F3_7,F3_8,F4,F5,F20,Investing_Comfort,Financial_Comfort,G20,Stock_Ownership_Knowledge,G5,Stock_vs_Bond_Knowledge,Financial_Knowledge_TrueFalse,G21,Risk_Perception_Knowledge,G22,G11,G12,G13,H2,H3,WGT1,Gender,Age Group,Ethnicity,Education,Annual Income,Investing_Comfort_score,Financial_Comfort_score,Market_Confidence_LongTerm_score,Market_Fairness_Confidence_score,Fee_Confidence_score,Own_Stocks_score,Own_MutualFunds_score,Own_ETFs_score,Own_Annuities_score,Own_REITs_score,Retirement_Account_score,Contribute_Retirement_score,Risk_Tolerance_score,Market_Performance_score,Advisor_Approval_score,Stock_Ownership_Knowledge_score,Stock_vs_Bond_Knowledge_score,Financial_Knowledge_TrueFalse_score,Risk_Perception_Knowledge_score,Total_Score,FinLit_Level
2018017838,Share decision-making,1,1,1,No,1,2,2,No,No,2,No,No,No,No,None,"$100,000 to < $250,000",No,No Response Given,No Response Given,No,2,More than half,Yes,Extremely risky,No,No,Frequently,Sometimes,Never,Never,Never,2.0,Never,Never,Sometimes,Never,No,Yes,Yes,Yes,1% to < 2%,7.0,No,No,9,7,5% to 9.9%,2,Neither,Neither,1 - Strongly disagree,7,Don't know,Both,Paper mail,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No Response Given,Yes,No Response Given,98,5,6,1,Lent money to the company,2,1,False,1,Lower fees/expenses,Can be tax-free,$500,Sell borrowed shares,No,Yes,0.609443224,1,3,1,2,2,0,5,9,7,7.0,3,3,1,1,1,3,3,4,3,3.0,2,2,2,2,61.0,Average
2018017846,Share decision-making,1,1,2,Yes,2,2,2,No,No,2,No,No,No,No,1 to 3 times,"$250,000 to < $500,000",No,No Response Given,No Response Given,No,3,None,Yes,Very risky,No,No,Sometimes,Frequently,Frequently,Never,Never,1.0,Never,Frequently,Never,Never,No,Yes,No,Yes,1% to < 2%,8.0,No,Yes,5,5,0% to 4.9%,98,Neither,Neither,5,1 - Not at all confident,No,Protecting institutions,Email delivery,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,Yes,Yes,No,No,No,No Response Given,No,No Response Given,9,6,6,1,Lent money to the company,2,1,False,1,Less risky short term,Can be tax-free,$0,Sell borrowed shares,No,Yes,0.609443224,1,3,1,2,3,9,6,5,5,8.0,1,1,1,1,1,3,3,2,0,5.0,2,2,2,2,59.0,Average
2018017853,Primary decision-maker,1,1,1,No,1,1,2,Yes,No,1,Yes,No,No,Yes,11 times or more,"$50,000 to < $100,000",Yes,Yes,No,No,2,Less than half,No,No Response Given,No Response Given,No Response Given,Never,Never,Frequently,Sometimes,Never,No Response Given,Never,Never,Frequently,Never,No,Yes,Yes,No,0.5% to < 1%,10.0,Yes,Yes,8,5,5% to 9.9%,3,Neither,Buy,6,7,Yes,Protecting investors,Email delivery,No,No,Yes,Yes,Yes,No,No,No,No,No,Yes,No,Yes,No,No,Yes,No,No,No,Yes,Yes,Yes,No,No,No Response Given,No,No Response Given,10,7,6,1,Lent money to the company,2,1,False,1,Lower fees/expenses,Can be tax-free,$250,Sell borrowed shares,Yes,Yes,0.874876747,1,2,2,2,3,10,7,8,5,10.0,3,3,3,1,3,3,3,4,5,No Response Given,2,2,2,2,76.0,High
2018017858,Primary decision-maker,1,1,1,Yes,1,1,1,Yes,No,1,No,No,No,No,1 to 3 times,"$250,000 to < $500,000",Don't know,No Response Given,No Response Given,Yes,3,Less than half,Yes,Extremely risky,No,Yes,Sometimes,Sometimes,Frequently,Frequently,Frequently,2.0,Sometimes,Sometimes,Frequently,Frequently,No,Yes,Yes,Yes,1% to < 2%,10.0,No,No,8,9,5% to 9.9%,2,Neither,Neither,7 - Strongly agree,8,No,Protecting institutions,Access on Internet,Yes,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,8,5,5,1,Liable for debts,2,1,False,1,Don't know,Don't know,$250,Don't know,Yes,Yes,0.874876747,1,2,2,2,3,8,5,8,9,10.0,3,3,3,2,3,3,3,2,3,3.0,2,2,2,2,76.0,High
2018017860,Share decision-making,1,1,1,No,2,1,2,No,No,2,No,No,No,No,1 to 3 times,"Less than $2,000",Don't know,No Response Given,No Response Given,No,2,More than half,Yes,Very risky,No,Don't know,Never,Never,Sometimes,Sometimes,Frequently,No Response Given,Never,Never,Sometimes,Frequently,No,No,No,Yes,0.5% to < 1%,5.0,No,No,7,5,0% to 4.9%,2,Neither,Buy,4 - Neither agree nor disagree,5,No,Both,Email delivery,No,No,No,Yes,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No Response Given,Yes,No Response Given,6,3,6,1,Can vote on shareholder resolutions,2,1,False,98,Don't know,Don't know,$250,Sell before peak,Yes,Yes,0.874876747,2,2,2,2,2,6,3,7,5,5.0,3,1,3,1,1,3,3,4,3,No Response Given,2,2,2,0,54.0,Average
2018017867,Share decision-making,1,1,1,Yes,1,1,1,No,Yes,1,No,No,No,No,4 to 10 times,"$1,000,000 or more",Yes,No,No Response Given,No,2,More than half,Yes,Slightly risky,No,No,Sometimes,Frequently,Frequently,Sometimes,Never,1.0,Sometimes,Sometimes,Frequently,Never,No,Yes,Yes,No,0.5% to < 1%,8.0,No,No,8,7,5% to 9.9%,2,Neither,Buy,3,6,Yes,Protecting investors,Email delivery,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,No,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,10,7,7 - Strongly agree,1,Lent money to the company,2,1,False,1,Lower fees/expenses,Lower risk,$250,Sell borrowed shares,Yes,No,0.609443224,2,3,1,2,3,10,7,8,7,8.0,3,3,3,2,3,3,3,4,3,5.0,2,2,2,2,80.0,High
2018017868,Primary decision-maker,1,1,1,No,2,1,2,No,No,1,No,Yes,No,No,1 to 3 times,"$50,000 to < $100,000",No,No Response Given,No Response Given,No,3,More than half,Yes,Don't know,No,No,Never,Never,Frequently,Never,Never,No Response Given,Never,Never,Frequently,Never,No,Yes,No,No,Do not pay any fees,10.0,Don't know,No,7,7,5% to 9.9%,2,Neither,Neither,5,7,Don't know,Both,Access on Internet,Yes,Yes,No,Yes,Yes,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No Response Given,No,No Response Given,8,5,6,1,Lent money to the company,2,98,False,98,Less risky short term,Don't know,$0,Sell borrowed shares,Yes,Yes,0.609443224,2,3,1,2,1,8,5,7,7,10.0,3,1,3,1,3,3,3,2,3,No Response Given,2,2,0,0,63.0,Average
2018017873,Primary decision-maker,1,1,2,Yes,1,98,98,No,Yes,2,No,No,No,No,None,"$100,000 to < $250,000",No,No Response Given,No Response Given,No,3,Don't know,Yes,Very risky,No,No,Frequently,Never,Never,Never,Never,2.0,Never,Never,Never,Never,No,No,No,No,Do not pay any fees,5.0,Don't know,No,98,98,Don't know,2,Neither,Neither,4 - Neither agree nor disagree,7,Don't know,Don't know,Don't know,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No Response Given,No Response Given,No Response Given,3,3,4 - Neither agree nor disagree,2,Lent money to the company,2,1,False,98,Don't know,Don't know,Don't know,Don't know,Yes,Yes,0.874876747,2,2,1,2,2,3,3,0,0,5.0,1,3,0,0,1,3,3,2,3,3.0,0,2,2,0,34.0,Low
2018017875,Share decision-making,1,1,2,Yes,1,2,1,No,No,2,No,No,No,No,None,Prefer not to say,Don't know,No Response Given,No Response Given,No,3,Less than half,Yes,Don't know,No,No,Never,Sometimes,Sometimes,Never,Never,No Response Given,Never,Never,Never,Never,No,Don't know,No,Don't know,Don't know,No Response Given,No,No,6,5,5% to 9.9%,2,Neither,Neither,5,4,Don't know,Both,Paper mail,No,Yes,Yes,Don't know,No,Don't know,No,No,Don't know,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,Don't know,No Response Given,No,No Response Given,6,5,5,1,Lent money to the company,98,1,Don't know,98,Don't know,Can be tax-free,Don't know,Don't know,Yes,Yes,0.910655279,2,3,1,1,1,6,5,6,5,No Response Given,1,3,1,2,1,3,3,2,3,No Response Given,2,0,2,0,45.0,Below Average
2018017878,Primary decision-maker,1,1,1,Yes,2,2,2,No,Yes,2,No,No,No,No,None,"$100,000 to < $250,000",No,No Response Given,No Response Given,Yes,2,None,Yes,Very risky,No,No,Frequently,Frequently,Sometimes,Never,Never,1.0,Never,Never,Never,Never,Yes,No,No,Yes,0.5% to < 1%,9.0,No,No,10,8,5% to 9.9%,2,Neither,Don't know,1 - Strongly disagree,9,No,Both,Paper mail,No,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No Response Given,No,No Response Given,10,6,7 - Strongly agree,1,Lent money to the company,1,2,True,1,Less risky short term,Lower risk,$0,Sell soon after buying,Yes,Yes,0.609443224,1,3,1,2,2,10,6,10,8,9.0,3,1,1,1,1,3,3,4,3,5.0,2,0,0,2,72.0,High
2018017884,Primary decision-maker,2,1,1,Yes,1,2,2,No,Yes,2,No,No,No,No,1 to 3 times,"$500,000 to < $1,000,000",Don't know,No Response Given,No Response Given,No,3,More than half,Yes,Very risky,Don't know,Yes,Frequently,Frequently,Sometimes,Never,Never,2.0,Sometimes,Never,Never,Never,No,Yes,Yes,Yes,1% to < 2%,8.0,Yes,Yes,6,3,0% to 4.9%,2,Bought,Don't know,5,1 - Not at all confident,No,Both,Email delivery,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,Yes,No,No,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No Response Given,No,Yes,7,5,6,2,Lent money to the company,98,1,True,98,Less risky short term,Can be tax-free,Don't know,Sell borrowed shares,Yes,Yes,0.609443224,2,3,1,2,2,7,5,6,3,8.0,3,3,1,1,1,1,3,2,3,3.0,0,0,2,0,52.0,Average
2018017887,Primary decision-maker,1,1,1,No,1,2,2,No,No,2,No,No,No,No,1 to 3 times,"$50,000 to < $100,000",Don't know,No Response Given,No Response Given,No,3,Less than half,Yes,Very risky,No,No,Sometimes,Sometimes,Sometimes,Never,Never,1.0,Sometimes,Sometimes,Sometimes,Never,No,Yes,No,No,Less than 0.5%,8.0,Yes,No,7,6,0% to 4.9%,1,Neither,Don't know,4 - Neither agree nor disagree,7,Yes,Protecting investors,Email delivery,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No Response Given,Yes,No Response Given,5,4,6,2,Lent money to the company,2,1,False,1,Less risky short term,Lower risk,$500,Sell before peak,Yes,Yes,0.910655279,1,3,1,1,1,5,4,7,6,8.0,3,3,1,1,1,3,3,2,1,5.0,0,2,2,2,59.0,Average
2018017889,Primary decision-maker,1,1,1,No,1,1,2,No,Yes,1,No,No,No,No,4 to 10 times,"$500,000 to < $1,000,000",No,No Response Given,No Response Given,No,3,More than half,No,No Response Given,No Response Given,No Response Given,Frequently,Sometimes,Sometimes,Never,Never,2.0,Frequently,Sometimes,Never,Never,Yes,No,No,No,0.5% to < 1%,9.0,Yes,No,8,8,5% to 9.9%,2,Neither,Neither,2,7,Yes,Both,Email delivery,No,Yes,No,Yes,No,No,No,No,No,Yes,Yes,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No Response Given,No,No Response Given,9,6,7 - Strongly agree,1,Lent money to the company,2,1,False,1,Lower fees/expenses,Can be tax-free,$250,Don't know,Yes,No,0.609443224,1,3,1,2,2,9,6,8,8,9.0,3,3,3,1,3,3,3,2,3,3.0,2,2,2,2,75.0,High
2018017898,Share decision-making,1,1,1,No,2,2,2,No,No,2,No,No,No,Yes,None,"$500,000 to < $1,000,000",Don't know,No Response Given,No Response Given,No,4,Less than half,No,No Response Given,No Response Given,No Response Given,Never,Never,Never,Never,Never,No Response Given,Never,Never,Never,Never,No,No,No,No,Do not pay any fees,10.0,No,No,98,98,Don't know,2,Neither,Neither,1 - Strongly disagree,8,Don't know,Both,In-person meeting,No,No,No,No,Yes,No,No,No,Yes,Yes,Yes,Yes,Don't know,No,No,Yes,No,No,No,No,Yes,No,No,No,No Response Given,No Response Given,No Response Given,8,4,4 - Neither agree nor disagree,2,Don't know,98,98,True,98,Don't know,Don't know,Don't know,Don't know,No,Yes,0.910655279,1,3,1,1,1,8,4,0,0,10.0,3,1,1,1,1,3,3,1,3,No Response Given,0,0,0,0,39.0,Below Average
2018017905,Share decision-making,1,1,1,Yes,1,2,1,No,No,2,No,No,No,No,4 to 10 times,"$250,000 to < $500,000",No,No Response Given,No Response Given,Yes,3,More than half,Yes,Extremely risky,No,No,Sometimes,Sometimes,Frequently,Never,Never,1.0,Sometimes,Sometimes,Frequently,Never,No,Yes,No,Yes,Don't know,No Response Given,Yes,No,6,4,5% to 9.9%,2,Neither,Neither,5,6,Don't know,Both,Email delivery,No,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,No Response Given,Yes,No,7,5,6,1,Lent money to the company,1,1,True,1,Less likely to decline,Lower risk,$500,Sell at a loss,Yes,Yes,0.609443224,2,3,1,2,2,7,5,6,4,No Response Given,3,3,1,2,1,3,3,2,3,5.0,2,0,2,2,54.0,Average
2018017929,Primary decision-maker,1,1,1,No,2,2,2,No,No,2,No,No,No,No,1 to 3 times,"$2,000 to < $5,000",Don't know,No Response Given,No Response Given,No,3,More than half,Yes,Extremely risky,No,No,Never,Never,Frequently,Never,Never,No Response Given,Never,Never,Frequently,Never,No,Yes,No,No,Less than 0.5%,8.0,No,No,7,2,5% to 9.9%,1,Neither,Buy,2,4,Don't know,Don't know,Email delivery,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No Response Given,No Response Given,No Response Given,8,5,5,1,Don't know,2,98,True,98,Don't know,Don't know,$0,Don't know,Yes,Yes,0.874876747,2,2,1,2,2,8,5,7,2,8.0,3,1,1,1,1,3,3,2,1,No Response Given,2,2,0,0,50.0,Average
2018017947,Primary decision-maker,1,1,2,No,1,2,2,No,No,2,No,No,No,No,11 times or more,"$100,000 to < $250,000",Don't know,No Response Given,No Response Given,No,1,More than half,Yes,Extremely risky,No,No,Never,Never,Sometimes,Never,Never,No Response Given,Never,Never,Frequently,Sometimes,No,No,Yes,No,Less than 0.5%,7.0,No,No,7,6,0% to 4.9%,2,Bought,Buy,5,Don't know,Don't know,Both,Email delivery,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No,Yes,No,No,No,No,Yes,Yes,No,No,No Response Given,No Response Given,No Response Given,7,5,5,1,Lent money to the company,98,1,False,1,Lower fees/expenses,Don't know,Don't know,Don't know,Yes,No,0.874876747,2,2,1,2,3,7,5,7,6,7.0,1,3,1,1,1,3,3,5,3,No Response Given,2,0,2,2,59.0,Average
2018017961,Primary decision-maker,1,1,1,Yes,1,2,1,No,Yes,1,No,No,No,No,1 to 3 times,"$5,000 to < $10,000",Don't know,No Response Given,No Response Given,No,4,Don't know,Yes,Don't know,No,No,Sometimes,Sometimes,Sometimes,Sometimes,Never,1.0,Sometimes,Never,Sometimes,Never,No,Yes,Yes,No,Don't know,No Response Given,No,No,7,6,5% to 9.9%,3,Neither,Neither,7 - Strongly agree,7,No,Both,In-person meeting,Yes,No,Yes,Yes,No,No,No,No,No,Yes,Yes,No,No,Yes,No,No,No,No,No,Yes,No,Yes,No,No,No Response Given,Yes,No Response Given,6,5,5,1,Can vote on shareholder resolutions,98,1,True,1,Less risky short term,Can be tax-free,$250,Don't know,Yes,Yes,0.609443224,1,3,2,2,3,6,5,7,6,No Response Given,3,3,1,2,3,3,3,1,5,5.0,2,0,2,2,59.0,Average
2018017984,Primary decision-maker,1,1,2,Yes,1,2,2,No,No,2,No,No,No,No,1 to 3 times,"$500,000 to < $1,000,000",No,No Response Given,No Response Given,No,3,More than half,Yes,Very risky,No,No,Never,Frequently,Sometimes,Never,Never,No Response Given,Sometimes,Never,Never,Never,No,Yes,Yes,Yes,1% to < 2%,10.0,No,Yes,7,5,5% to 9.9%,2,Neither,Neither,5,6,Yes,Both,Paper mail,No,Yes,Yes,Yes,No,Yes,No,No,No,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,Yes,6,4,6,1,Lent money to the company,98,2,True,1,Less likely to decline,Lower risk,$250,Sell borrowed shares,No,No,0.910655279,2,3,1,1,1,6,4,7,5,10.0,1,3,1,1,1,3,3,2,3,No Response Given,2,0,0,2,54.0,Average
2018017988,Primary decision-maker,1,1,1,No,2,2,2,No,No,2,No,No,No,No,None,"Less than $2,000",No,No Response Given,No Response Given,No,3,Less than half,Yes,Don't know,No,No,Sometimes,Sometimes,Sometimes,Never,Never,2.0,Don't know,Sometimes,Never,Never,No,No,No,Yes,Less than 0.5%,4.0,No,No,5,1,5% to 9.9%,2,Neither,Neither,1 - Strongly disagree,3,No,Both,Email delivery,No,Yes,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No Response Given,No,No Response Given,1,1,5,1,Lent money to the company,98,1,True,5,Don't know,Don't know,$500,Sell at a loss,Yes,Yes,0.910655279,2,3,1,1,2,1,1,5,1,4.0,3,1,1,1,1,3,3,2,3,3.0,2,0,2,0,37.0,Below Average
2018017998,Primary decision-maker,1,1,1,Don't know,1,98,98,No,No,2,No,No,No,No,None,"$2,000 to < $5,000",Yes,Yes,No,Yes,1,More than half,Yes,Slightly risky,Yes,No,Frequently,Frequently,Frequently,Frequently,Frequently,1.0,Frequently,Frequently,Frequently,Frequently,No,No,No,No,Do not pay any fees,6.0,Yes,Yes,7,7,< 0%,2,Sold,Buy,4 - Neither agree nor disagree,6,Yes,Both,Email delivery,No,Yes,No,Yes,No,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,No Response Given,No Response Given,No,5,6,4 - Neither agree nor disagree,3,Liable for debts,1,1,True,2,Less risky short term,Lower risk,$500,Sell soon after buying,Yes,Yes,2.714459446,2,1,1,1,2,5,6,7,7,6.0,3,3,0,0,1,3,3,5,3,5.0,0,0,2,0,59.0,Average
2018018011,Share decision-making,1,1,2,No,1,2,2,No,No,2,No,No,No,No,None,"$5,000 to < $10,000",Don't know,No Response Given,No Response Given,No,3,Don't know,Yes,Don't know,No,No,Frequently,Never,Never,Never,Never,2.0,Never,Never,Never,Never,No,No,No,No,Do not pay any fees,10.0,No,No,10,10,Don't know,2,Neither,Neither,1 - Strongly disagree,10 - Extremely confident,Yes,Both,In-person meeting,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No Response Given,No,No Response Given,1,1,4 - Neither agree nor disagree,2,Don't know,98,1,Don't know,98,Don't know,Don't know,Don't know,Sell at a loss,No,Yes,0.609443224,1,3,1,2,2,1,1,10,10,10.0,1,3,1,1,1,3,3,2,3,3.0,0,0,2,0,55.0,Average
2018018014,Share decision-making,1,1,1,No,2,2,2,No,Yes,2,No,No,No,No,1 to 3 times,"$100,000 to < $250,000",Yes,No,No Response Given,No,3,More than half,Yes,Extremely risky,No,No,Sometimes,Sometimes,Sometimes,Never,Never,1.0,Sometimes,Sometimes,Sometimes,Never,No,Yes,Yes,No,Do not pay any fees,10.0,No,No,8,6,0% to 4.9%,3,Neither,Buy,1 - Strongly disagree,8,Yes,Both,Paper mail,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No Response Given,No,No Response Given,8,6,7 - Strongly agree,1,Lent money to the company,2,1,True,1,Lower fees/expenses,Can be tax-free,$0,Sell borrowed shares,Yes,No,0.609443224,1,3,1,2,3,8,6,8,6,10.0,3,1,1,1,1,3,3,2,5,5.0,2,2,2,2,71.0,High
2018018026,Primary decision-maker,1,1,1,Yes,1,2,1,No,No,2,No,No,No,No,1 to 3 times,"$250,000 to < $500,000",Yes,No,No Response Given,No,3,More than half,Yes,Extremely risky,No,No,Frequently,Sometimes,Sometimes,Never,Never,2.0,Sometimes,Never,Never,Never,No,Yes,No,No,1% to < 2%,9.0,Yes,No,9,9,15% to 19.9%,3,Neither,Buy,6,8,Yes,Both,Paper mail,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Yes,No,No,Yes,No,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,8,6,6,1,Don't know,1,1,True,98,Don't know,Can be tax-free,$500,Sell at a loss,Yes,No,0.910655279,2,3,1,1,3,8,6,9,9,9.0,3,3,1,2,1,3,3,2,5,3.0,2,0,2,0,71.0,High
2018018034,Primary decision-maker,1,1,1,No,1,2,2,No,No,2,No,No,No,No,None,"$50,000 to < $100,000",Yes,No,No Response Given,Don't know,3,More than half,Yes,Don't know,No,No,Never,Never,Sometimes,Never,Never,No Response Given,Never,Never,Never,Never,No,No,No,No,Do not pay any fees,10.0,No,No,4,3,0% to 4.9%,3,Neither,Neither,4 - Neither agree nor disagree,3,No,Both,Email delivery,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No Response Given,No,No Response Given,4,3,4 - Neither agree nor disagree,1,Lent money to the company,2,98,False,98,Don't know,Don't know,Don't know,Don't know,No,No,0.609443224,1,3,1,2,2,4,3,4,3,10.0,3,3,1,1,1,3,3,2,5,No Response Given,2,2,0,0,50.0,Average
2018018035,Primary decision-maker,1,1,1,No,1,2,2,No,No,2,No,No,No,No,4 to 10 times,"$250,000 to < $500,000",Yes,No,No Response Given,No,3,More than half,Yes,Very risky,No,Don't know,Never,Never,Frequently,Never,Never,No Response Given,Never,Never,Frequently,Never,No,Yes,No,Yes,Less than 0.5%,9.0,No,No,9,8,Don't know,2,Neither,Buy,6,4,Don't know,Protecting investors,Email delivery,No,No,Yes,Yes,Yes,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No,Yes,Yes,Yes,Yes,No,Yes,No Response Given,No,Yes,7,4,5,1,Lent money to the company,2,98,True,1,Less risky short term,Don't know,$0,Sell borrowed shares,Yes,Yes,0.874876747,2,2,1,2,2,7,4,9,8,9.0,3,3,1,1,1,3,3,2,3,No Response Given,2,2,0,2,63.0,Average
2018018038,Primary decision-maker,1,1,1,No,1,2,1,No,No,1,No,No,No,No,4 to 10 times,"$250,000 to < $500,000",Yes,No,No Response Given,Yes,2,More than half,Yes,Extremely risky,No,No,Sometimes,Sometimes,Frequently,Never,Never,1.0,Sometimes,Sometimes,Sometimes,Never,No,Yes,Yes,No,1% to < 2%,6.0,No,No,8,2,5% to 9.9%,2,Neither,Neither,4 - Neither agree nor disagree,4,Don't know,Both,Paper mail,No,Yes,Yes,No,No,No,No,No,Yes,No,No,No,Yes,Yes,No,No,No,No,No,Yes,Yes,No,No,No,No Response Given,No,No Response Given,7,6,6,1,Lent money to the company,2,1,False,1,Lower fees/expenses,Lower risk,$500,Sell borrowed shares,Yes,Yes,0.609443224,1,3,1,2,2,7,6,8,2,6.0,3,3,1,2,3,3,3,4,3,5.0,2,2,2,2,67.0,Average
2018018042,Share decision-making,1,1,1,Yes,1,2,2,No,No,1,Yes,No,No,No,1 to 3 times,"$50,000 to < $100,000",No,No Response Given,No Response Given,No,2,More than half,Yes,Don't know,No,Don't know,Never,Frequently,Frequently,Never,Never,No Response Given,Frequently,Never,Never,Never,No,Yes,Yes,Yes,1% to < 2%,8.0,Yes,No,9,8,10% to 14.9%,3,Bought,Buy,1 - Strongly disagree,8,Don't know,Both,In-person meeting,No,Yes,Yes,Yes,Yes,No,Yes,No,No,Don't know,Yes,No,No,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,No,Yes,No Response Given,No,Yes,7,6,7 - Strongly agree,1,Lent money to the company,98,1,False,1,Lower fees/expenses,Can be tax-free,Don't know,Sell before peak,Yes,Yes,0.874876747,2,2,1,2,3,7,6,9,8,8.0,3,3,1,1,3,3,3,4,5,No Response Given,2,0,2,2,70.0,High
2018018049,Primary decision-maker,1,1,1,Yes,1,1,2,No,No,98,Don't know,Don't know,No,No,1 to 3 times,"$50,000 to < $100,000",Yes,Yes,Yes,Yes,2,Less than half,Yes,Slightly risky,Yes,Yes,Sometimes,Sometimes,Sometimes,Sometimes,Frequently,1.0,Sometimes,Frequently,Sometimes,Sometimes,Yes,No,Yes,No,1% to < 2%,8.0,Yes,Yes,8,9,5% to 9.9%,2,Bought,Sell,6,7,Yes,Protecting institutions,Paper mail,Yes,Yes,Yes,Yes,No,No,No,No,No,Yes,Yes,Yes,No,Yes,No,No,Yes,No,Yes,No,No,No,Yes,No,No,No Response Given,No Response Given,7,6,6,2,Lent money to the company,2,1,True,2,Less risky short term,Greater demand,$500,Sell before peak,Yes,No,1.566607663,2,1,2,2,2,7,6,8,9,8.0,3,3,3,1,0,3,3,4,3,5.0,0,2,2,0,70.0,High
2018018066,Share decision-making,1,1,1,No,1,98,1,No,No,2,No,No,No,No,None,"$50,000 to < $100,000",Don't know,No Response Given,No Response Given,Don't know,4,More than half,Yes,Very risky,No,No,Frequently,Don't know,Don't know,Never,Never,2.0,Never,Never,Never,Never,Don't know,Don't know,Don't know,Yes,Don't know,No Response Given,Yes,No,6,8,Don't know,2,Sold,Don't know,2,9,Yes,Both,Paper mail,No,Yes,Yes,Don't know,No,Don't know,Don't know,No,Don't know,Yes,No,Yes,No,No,No,No,No,No,No,No,Don't know,Don't know,No,No,No Response Given,No Response Given,No Response Given,98,1,4 - Neither agree nor disagree,4,Don't know,98,2,Don't know,98,Don't know,Don't know,$250,Don't know,Don't know,Yes,0.910655279,1,3,1,1,1,0,1,6,8,No Response Given,3,3,0,2,1,3,3,1,3,3.0,0,0,0,0,37.0,Below Average
2018018072,Primary decision-maker,2,1,1,Yes,2,2,2,No,No,2,No,Yes,No,No,1 to 3 times,"Less than $2,000",No,No Response Given,No Response Given,Yes,2,Less than half,No,No Response Given,No Response Given,No Response Given,Never,Never,Sometimes,Frequently,Frequently,No Response Given,Never,Never,Frequently,Frequently,No,No,No,Yes,1% to < 2%,5.0,No,No,8,5,0% to 4.9%,2,Bought,Buy,1 - Strongly disagree,6,No,Both,Email delivery,Yes,Yes,No,No,Yes,No,No,No,Yes,No,No,No,Yes,No,No,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No Response Given,Yes,No Response Given,3,3,4 - Neither agree nor disagree,98,Don't know,3,1,True,1,Lower fees/expenses,Lower risk,$250,Don't know,Yes,Yes,2.714459446,2,1,1,1,1,3,3,8,5,5.0,3,1,1,1,1,1,3,4,3,No Response Given,0,0,2,2,46.0,Below Average
